,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR,bat inns,bat ave,dot%,bat sr,bowl inns,econ,wickets
3232,Akash Bhandari,Indian,All-Rounder,1.0,0,NONE,2015,,,,,,,
3233,Kuldeep Hooda,Indian,All-Rounder,1.0,0,NONE,2015,,,,,,,
3234,Sunil N Raju,Indian,All-Rounder,1.0,0,NONE,2015,6.0,12.3,35.7,88.1,29.0,5.66,42.0
3235,Amitoze Singh,Indian,All-Rounder,1.0,0,NONE,2015,,,,,,,
3236,Gurinder Singh,Indian,All-Rounder,1.0,0,NONE,2015,,,,,,,
3237,Prathamesh Ganesh Dake,Indian,Bowler,1.0,0,NONE,2015,,,,,,,
3238,Ryan Duffield,Overseas,Bowler,1.0,0,NONE,2015,,,,,,,
3239,Samad Fallah,Indian,Bowler,1.0,0,NONE,2015,,,,,,,
3240,Faf Du Plessis,Overseas,Batsman,47.5,1,Chennai Super Kings,2014,,,,,,,
3241,Dwayne Smith,Overseas,Batsman,45.0,1,Chennai Super Kings,2014,40.0,27.4,46.3,121.8,17.0,8.83,12.0
3242,Brendon McCullum,Overseas,Wicket Keeper,32.5,1,Chennai Super Kings,2014,7.0,33.8,43.7,125.2,,,
3243,Ashish Nehra,Indian,Bowler,20.0,1,Chennai Super Kings,2014,4.0,0.2,87.5,12.5,10.0,8.78,11.0
3244,Mohit Sharma,Indian,Bowler,20.0,1,Chennai Super Kings,2014,3.0,0.0,100.0,0.0,19.0,7.1,23.0
3245,Ishwar Chandra Pandey,Indian,Bowler,15.0,1,Chennai Super Kings,2014,,,,,,,
3246,Ben Hilfenhaus,Overseas,Bowler,10.0,1,Chennai Super Kings,2014,1.0,,0.0,500.0,1.0,11.75,0.0
3247,John Hastings,Overseas,All-Rounder,5.0,1,Chennai Super Kings,2014,4.0,7.8,50.0,129.2,6.0,7.31,4.0
3248,Samuel Badree,Overseas,Bowler,3.0,1,Chennai Super Kings,2014,7.0,12.5,48.1,92.6,15.0,6.63,10.0
3249,Matt Henry,Overseas,Bowler,3.0,1,Chennai Super Kings,2014,,,,,,,
3250,Mithun Manhas,Indian,All-Rounder,3.0,1,Chennai Super Kings,2014,2.0,,47.1,76.5,,,
3251,Vijay Shankar,Indian,All-Rounder,1.0,1,Chennai Super Kings,2014,,,,,,,
3252,Ronit More,Indian,Bowler,1.0,1,Chennai Super Kings,2014,,,,,,,
3253,Baba Aparajith,Indian,Batsman,1.0,1,Chennai Super Kings,2014,,,,,,,
3254,Pawan Negi,Indian,Bowler,1.0,1,Chennai Super Kings,2014,,,,,,,
3255,Dinesh Karthik,Indian,Wicket Keeper,125.0,1,Delhi Daredevils,2014,23.0,28.6,41.1,122.7,,,
3256,Kevin Pietersen,Overseas,Batsman,90.0,1,Delhi Daredevils,2014,,,,,,,
3257,Murali Vijay,Indian,Batsman,50.0,1,Delhi Daredevils,2014,20.0,20.8,44.9,111.0,,,
3258,Mohammad Shami,Indian,Bowler,42.5,1,Delhi Daredevils,2014,,,,,,,
3259,Nathan Coulter-Nile,Overseas,Bowler,42.5,1,Delhi Daredevils,2014,8.0,18.2,39.7,144.4,13.0,7.39,18.0
3260,Quinton De Kock,Overseas,Wicket Keeper,35.0,1,Delhi Daredevils,2014,6.0,30.4,45.5,138.2,,,
3261,Manoj Tiwary,Indian,Batsman,28.0,1,Delhi Daredevils,2014,9.0,18.2,39.3,104.3,,,
3262,Jaydev Unadkat,Indian,Bowler,28.0,1,Delhi Daredevils,2014,2.0,,0.0,100.0,13.0,7.55,13.0
3263,Jean-Paul Duminy,Overseas,Batsman,22.0,1,Delhi Daredevils,2014,6.0,39.0,33.9,99.2,3.0,8.12,2.0
3264,Ross Taylor,Overseas,Batsman,20.0,1,Delhi Daredevils,2014,13.0,17.5,47.7,94.6,,,
3265,Kedar Jadhav,Indian,Batsman,20.0,1,Delhi Daredevils,2014,10.0,21.7,28.2,122.6,,,
3266,Rahul Sharma,Indian,Bowler,19.0,1,Delhi Daredevils,2014,6.0,2.8,58.8,64.7,11.0,6.85,9.0
3267,Mayank Agarwal,Indian,Batsman,16.0,1,Delhi Daredevils,2014,5.0,13.4,50.0,108.1,,,
3268,Laxmi Ratan Shukla,Indian,All-Rounder,15.0,1,Delhi Daredevils,2014,,,,,,,
3269,James Neesham,Overseas,All-Rounder,10.0,1,Delhi Daredevils,2014,5.0,72.5,31.4,168.6,6.0,7.32,6.0
3270,Wayne Parnell,Overseas,Bowler,10.0,1,Delhi Daredevils,2014,1.0,5.0,28.6,71.4,4.0,9.24,7.0
3271,Shahbaz Nadeem,Indian,Bowler,8.5,1,Delhi Daredevils,2014,6.0,2.8,70.4,51.9,12.0,5.89,9.0
3272,Saurabh Tiwary,Indian,Batsman,7.0,1,Delhi Daredevils,2014,6.0,27.2,37.7,102.8,,,
3273,Siddarth Kaul,Indian,Bowler,4.5,1,Delhi Daredevils,2014,1.0,,55.6,77.8,6.0,7.79,4.0
3274,Rahul Shukla,Indian,Bowler,4.0,1,Delhi Daredevils,2014,3.0,2.0,50.0,50.0,7.0,8.48,8.0
3275,Jayant Yadav,Indian,All-Rounder,1.0,1,Delhi Daredevils,2014,,,,,,,
3276,HS Sharath,Indian,Bowler,1.0,1,Delhi Daredevils,2014,,,,,,,
3277,Milind Kumar,Indian,Batsman,1.0,1,Delhi Daredevils,2014,,,,,,,
3278,Mitchell Johnson,Overseas,All-Rounder,65.0,1,Kings XI Punjab,2014,6.0,9.8,41.7,108.3,20.0,7.48,26.0
3279,Glenn Maxwell,Overseas,All-Rounder,60.0,1,Kings XI Punjab,2014,18.0,17.9,38.1,141.9,13.0,7.05,5.0
3280,George Bailey,Overseas,Batsman,32.5,1,Kings XI Punjab,2014,2.0,36.0,30.8,138.5,,,
3281,Virender Sehwag,Indian,Batsman,32.0,1,Kings XI Punjab,2014,13.0,24.6,44.2,126.6,1.0,9.0,0.0
3282,Rishi Dhawan,Indian,All-Rounder,30.0,1,Kings XI Punjab,2014,4.0,7.0,52.4,100.0,10.0,7.3,5.0
3283,Wriddhiman Saha,Indian,Wicket Keeper,22.0,1,Kings XI Punjab,2014,3.0,23.3,46.4,125.0,,,
3284,Shaun Marsh,Overseas,Batsman,22.0,1,Kings XI Punjab,2014,16.0,39.7,39.1,119.2,,,
3285,Cheteshwar Pujara,Indian,Batsman,19.0,1,Kings XI Punjab,2014,4.0,23.0,53.5,92.9,,,
3286,Beuran Hendricks,Overseas,Bowler,18.0,1,Kings XI Punjab,2014,,,,,,,
3287,Lakshmipathy Balaji,Indian,Bowler,18.0,1,Kings XI Punjab,2014,2.0,9.0,50.0,90.0,13.0,7.74,12.0
3288,Thisara Perera,Overseas,All-Rounder,16.0,1,Kings XI Punjab,2014,19.0,27.5,32.2,149.4,22.0,8.68,25.0
3289,Gurkirat Singh Mann,Indian,Batsman,13.0,1,Kings XI Punjab,2014,,,,,,,
3290,Murali Kartik,Indian,Bowler,10.0,1,Kings XI Punjab,2014,2.0,2.0,33.3,66.7,11.0,7.28,9.0
3291,Sandeep Sharma,Indian,Bowler,8.5,1,Kings XI Punjab,2014,1.0,,100.0,0.0,4.0,7.44,8.0
3292,Mandeep Hardev Singh,Indian,All-Rounder,8.0,1,Kings XI Punjab,2014,,,,,,,
3293,Akshar Rajesh Patel,Indian,All-Rounder,7.5,1,Kings XI Punjab,2014,,,,,,,
3294,Parvinder Awana,Indian,Bowler,6.5,1,Kings XI Punjab,2014,4.0,0.5,88.9,11.1,14.0,7.63,15.0
3295,Shardul Narendra Thakur,Indian,Bowler,2.0,1,Kings XI Punjab,2014,,,,,,,
3296,Anureet Singh,Indian,Bowler,2.0,1,Kings XI Punjab,2014,,,,,,,
3297,Shivam Sharma,Indian,Bowler,1.0,1,Kings XI Punjab,2014,,,,,,,
3298,Karanveer Singh,Indian,All-Rounder,1.0,1,Kings XI Punjab,2014,,,,,,,
3299,Jacques Kallis,Overseas,All-Rounder,55.0,1,Kolkata Knight Riders,2014,15.0,20.7,45.7,96.6,15.0,7.43,16.0
3300,Robin Uthappa,Indian,Batsman,50.0,1,Kolkata Knight Riders,2014,16.0,27.1,41.8,117.0,,,
3301,Piyush Chawla,Indian,Bowler,42.5,1,Kolkata Knight Riders,2014,10.0,10.7,45.6,112.3,16.0,7.17,11.0
3302,Yusuf Pathan,Indian,All-Rounder,32.5,1,Kolkata Knight Riders,2014,16.0,30.2,37.1,138.3,5.0,8.11,1.0
3303,Shakib Al Hasan,Overseas,All-Rounder,28.0,1,Kolkata Knight Riders,2014,27.0,20.7,32.6,142.0,30.0,6.2,34.0
3304,Morne Morkel,Overseas,Bowler,28.0,1,Kolkata Knight Riders,2014,7.0,9.5,26.7,190.0,14.0,8.55,10.0
3305,Ranganath Vinay Kumar,Indian,Bowler,28.0,1,Kolkata Knight Riders,2014,,,,,,,
3306,Umesh Yadav,Overseas,Bowler,26.0,1,Kolkata Knight Riders,2014,7.0,38.0,42.1,100.0,16.0,8.78,16.0
3307,Manish Pandey,Indian,Batsman,17.0,1,Kolkata Knight Riders,2014,7.0,22.7,41.6,99.3,,,
3308,Chris Lynn,Overseas,Batsman,13.0,1,Kolkata Knight Riders,2014,10.0,27.9,36.3,133.6,4.0,7.62,3.0
3309,Patrick Cummins,Overseas,Bowler,10.0,1,Kolkata Knight Riders,2014,,,,,,,
3310,Ryan Ten Doeschate,Overseas,All-Rounder,10.0,1,Kolkata Knight Riders,2014,32.0,38.9,25.8,151.9,16.0,8.97,6.0
3311,Suryakumar Yadav,Indian,Batsman,7.0,1,Kolkata Knight Riders,2014,,,,,,,
3312,Andre Russell,Overseas,All-Rounder,6.0,1,Kolkata Knight Riders,2014,20.0,34.9,33.8,166.9,20.0,8.79,13.0
3313,Manvinder Bisla,Indian,Wicket Keeper,6.0,1,Kolkata Knight Riders,2014,14.0,19.6,53.4,108.1,,,
3314,Veer Pratap Singh,Indian,Bowler,4.0,1,Kolkata Knight Riders,2014,,,,,,,
3315,Kuldeep Singh Yadav,Indian,Bowler,4.0,1,Kolkata Knight Riders,2014,,,,,,,
3316,Debabrata Das,Indian,Wicket Keeper,2.0,1,Kolkata Knight Riders,2014,6.0,15.0,54.1,101.4,,,
3317,Sayan Sekhar Mandal,Indian,All-Rounder,1.0,1,Kolkata Knight Riders,2014,,,,,,,
3318,Michael Hussey,Overseas,Batsman,50.0,1,Mumbai Indians,2014,26.0,47.0,35.8,130.3,,,
3319,Corey Anderson,Overseas,All-Rounder,45.0,1,Mumbai Indians,2014,,,,,,,
3320,Pragyan Ojha,Indian,Bowler,32.5,1,Mumbai Indians,2014,3.0,2.0,50.0,50.0,20.0,7.33,22.0
3321,Zaheer Khan,Indian,Bowler,26.0,1,Mumbai Indians,2014,,,,,,,
3322,Aditya Tare,Indian,Wicket Keeper,16.0,1,Mumbai Indians,2014,5.0,24.6,40.5,146.4,,,
3323,Jasprit Bumrah,Indian,Bowler,12.0,1,Mumbai Indians,2014,,,,,,,
3324,Jalaj Saxena,Indian,All-Rounder,9.0,1,Mumbai Indians,2014,,,,,,,
3325,Josh Hazlewood,Overseas,Bowler,5.0,1,Mumbai Indians,2014,2.0,2.0,66.7,33.3,4.0,8.69,8.0
3326,Marchant De Lange,Overseas,Bowler,3.0,1,Mumbai Indians,2014,,,,,,,
3327,Krismar Santokie,Indian,Bowler,3.0,1,Mumbai Indians,2014,,,,,,,
3328,Ben Dunk,Overseas,Wicket Keeper,2.0,1,Mumbai Indians,2014,1.0,67.0,27.3,203.0,,,
3329,C.M. Gautam,Indian,Wicket Keeper,2.0,1,Mumbai Indians,2014,3.0,22.0,32.4,129.4,,,
3330,Apoorv Vijay Wankhade,Indian,Batsman,1.0,1,Mumbai Indians,2014,,,,,,,
3331,Pawan Suyal,Indian,Bowler,1.0,1,Mumbai Indians,2014,,,,,,,
3332,Sushant Marathe,Indian,Wicket Keeper,1.0,1,Mumbai Indians,2014,,,,,,,
3333,Shreyas Gopal,Indian,Bowler,1.0,1,Mumbai Indians,2014,,,,,,,
3334,Steven Smith,Overseas,All-Rounder,40.0,1,Rajasthan Royals,2014,9.0,31.7,37.4,116.6,,,
3335,Brad Hodge,Overseas,Batsman,24.0,1,Rajasthan Royals,2014,34.0,42.7,36.2,141.8,3.0,9.33,0.0
3336,Rajat Bhatia,Indian,All-Rounder,17.0,1,Rajasthan Royals,2014,10.0,16.5,40.0,123.8,15.0,7.57,11.0
3337,Tim Southee,Overseas,Bowler,12.0,1,Rajasthan Royals,2014,,,,,,,
3338,Dhawal Kulkarni,Indian,Bowler,11.0,1,Rajasthan Royals,2014,,,,,,,
3339,Abhishek Nayar,Indian,All-Rounder,10.0,1,Rajasthan Royals,2014,9.0,11.0,38.4,90.4,3.0,7.38,2.0
3340,Kane Richardson,Overseas,Bowler,10.0,1,Rajasthan Royals,2014,4.0,13.5,42.6,100.0,7.0,7.94,7.0
3341,Ben Cutting,Overseas,Bowler,8.0,1,Rajasthan Royals,2014,7.0,32.8,35.4,159.8,10.0,8.57,14.0
3342,Karun Nair,Indian,Batsman,7.5,1,Rajasthan Royals,2014,2.0,4.5,66.7,75.0,,,
3343,Unmukt Chand,Indian,Batsman,6.5,1,Rajasthan Royals,2014,9.0,17.6,50.6,100.0,,,
3344,Iqbal Abdullah,Indian,All-Rounder,6.5,1,Rajasthan Royals,2014,,,,,,,
3345,Deepak Hooda,Indian,Bowler,4.0,1,Rajasthan Royals,2014,,,,,,,
3346,Dishant Yagnik,Indian,Wicket Keeper,3.0,1,Rajasthan Royals,2014,11.0,13.1,42.2,128.4,,,
3347,Kevon Cooper,Overseas,All-Rounder,3.0,1,Rajasthan Royals,2014,,,,,,,
3348,Vikramjeet Malik,Indian,Bowler,2.0,1,Rajasthan Royals,2014,,,,,,,
3349,Ankit Nagendra Sharma,Indian,Bowler,1.0,1,Rajasthan Royals,2014,,,,,,,
3350,Rahul Tewatia,Indian,All-Rounder,1.0,1,Rajasthan Royals,2014,,,,,,,
3351,Ankush Bains,Indian,Wicket Keeper,1.0,1,Rajasthan Royals,2014,,,,,,,
3352,Amit Mishra,Indian,Bowler,1.0,1,Rajasthan Royals,2014,6.0,14.8,42.7,92.7,23.0,6.4,23.0
3353,Pravin Tambe,Indian,Bowler,1.0,1,Rajasthan Royals,2014,1.0,,50.0,50.0,8.0,5.53,13.0
3354,Yuvraj Singh,Indian,All-Rounder,140.0,1,Royal Challengers Bangalore,2014,13.0,19.8,45.3,125.3,10.0,6.91,6.0
3355,Mitchell Starc,Overseas,Bowler,50.0,1,Royal Challengers Bangalore,2014,,,,,,,
3356,Albie Morkel,Overseas,All-Rounder,24.0,1,Royal Challengers Bangalore,2014,18.0,13.9,46.8,104.6,25.0,7.16,22.0
3357,Varun Aaron,Overseas,Bowler,20.0,1,Royal Challengers Bangalore,2014,,,,,,,
3358,Ashok Dinda,Indian,Bowler,15.0,1,Royal Challengers Bangalore,2014,5.0,4.5,45.5,81.8,13.0,9.49,16.0
3359,Parthiv Patel,Indian,Wicket Keeper,14.0,1,Royal Challengers Bangalore,2014,19.0,24.3,42.6,116.1,,,
3360,Muttiah Muralitharan,Overseas,Bowler,10.0,1,Royal Challengers Bangalore,2014,2.0,0.0,100.0,0.0,20.0,6.44,21.0
3361,Ravi Rampaul,Overseas,Bowler,9.0,1,Royal Challengers Bangalore,2014,7.0,10.5,45.0,105.0,15.0,7.19,19.0
3362,Nic Maddinson,Overseas,Batsman,5.0,1,Royal Challengers Bangalore,2014,4.0,26.2,57.5,131.2,,,
3363,Harshal Patel,Indian,Bowler,4.0,1,Royal Challengers Bangalore,2014,,,,,,,
3364,Vijay Zol,Indian,Batsman,3.0,1,Royal Challengers Bangalore,2014,,,,,,,
3365,Abu Nechim Ahmed,Indian,Bowler,3.0,1,Royal Challengers Bangalore,2014,,,,,,,
3366,Sachin Rana,Indian,Bowler,2.0,1,Royal Challengers Bangalore,2014,,,,,,,
3367,Shadab Jakati,Indian,Bowler,2.0,1,Royal Challengers Bangalore,2014,,,,,,,
3368,Sandeep Warrier,Indian,Bowler,1.0,1,Royal Challengers Bangalore,2014,,,,,,,
3369,Tanmay Mishra,Indian,Batsman,1.0,1,Royal Challengers Bangalore,2014,,,,,,,
3370,Yogesh Takawale,Indian,Wicket Keeper,1.0,1,Royal Challengers Bangalore,2014,,,,,,,
3371,Yuzvendra Singh Chahal,Indian,Bowler,1.0,1,Royal Challengers Bangalore,2014,,,,,,,
3372,David Warner,Overseas,Batsman,55.0,1,Sunrisers Hyderabad,2014,17.0,32.9,38.1,129.9,,,
3373,Amit Mishra,Indian,Bowler,47.5,1,Sunrisers Hyderabad,2014,6.0,14.8,42.7,92.7,23.0,6.4,23.0
3374,Bhuvneshwar Kumar,Indian,Bowler,42.5,1,Sunrisers Hyderabad,2014,9.0,7.4,54.9,73.2,16.0,6.51,13.0
3375,Aaron Finch,Overseas,Batsman,40.0,1,Sunrisers Hyderabad,2014,20.0,36.2,41.1,135.0,6.0,11.67,3.0
3376,Karn Sharma,Indian,Bowler,37.5,1,Sunrisers Hyderabad,2014,10.0,24.0,43.4,113.2,16.0,6.78,12.0
3377,Darren Sammy,Overseas,All-Rounder,35.0,1,Sunrisers Hyderabad,2014,,,,,,,
3378,Ishant Sharma,Indian,Bowler,26.0,1,Sunrisers Hyderabad,2014,,,,,,,
3379,Irfan Pathan,Indian,All-Rounder,24.0,1,Sunrisers Hyderabad,2014,13.0,17.8,40.8,93.4,15.0,7.44,10.0
3380,Moises Henriques,Overseas,All-Rounder,10.0,1,Sunrisers Hyderabad,2014,13.0,31.7,36.2,125.4,11.0,8.77,10.0
3381,KL Rahul,Indian,Batsman,10.0,1,Sunrisers Hyderabad,2014,2.0,10.0,56.2,125.0,,,
3382,Parveez Rasool,Indian,All-Rounder,9.5,1,Sunrisers Hyderabad,2014,,,,,,,
3383,Jason Holder,Overseas,Bowler,7.5,1,Sunrisers Hyderabad,2014,4.0,9.0,45.5,245.5,18.0,7.76,11.0
3384,Venugopal Rao,Indian,Batsman,5.5,1,Sunrisers Hyderabad,2014,,,,,,,
3385,Naman Ojha,Indian,Wicket Keeper,5.0,1,Sunrisers Hyderabad,2014,2.0,9.0,40.0,90.0,,,
3386,Brendan Taylor,Overseas,Wicket Keeper,3.0,1,Sunrisers Hyderabad,2014,11.0,39.7,41.0,126.1,,,
3387,Prasanth Parameswaran,Indian,Bowler,3.0,1,Sunrisers Hyderabad,2014,,,,,,,
3388,Amit Paunikar,Indian,Wicket Keeper,2.0,1,Sunrisers Hyderabad,2014,,,,,,,
3389,Ashish Reddy,Indian,Bowler,2.0,1,Sunrisers Hyderabad,2014,12.0,16.0,27.7,136.2,5.0,10.5,3.0
3390,Srikkanth Anirudha,Indian,Batsman,2.0,1,Sunrisers Hyderabad,2014,1.0,0.0,100.0,0.0,,,
3391,Ricky Bhui,Indian,Batsman,1.0,1,Sunrisers Hyderabad,2014,,,,,,,
3392,Chama Milind,Indian,Bowler,1.0,1,Sunrisers Hyderabad,2014,,,,,,,
3393,Manprit Juneja,Indian,Batsman,1.0,1,Sunrisers Hyderabad,2014,7.0,17.9,37.5,97.7,,,
3394,Tillakaratne Dilshan,Overseas,All-Rounder,20.0,0,NONE,2014,14.0,20.7,50.2,103.9,7.0,6.28,5.0
3395,Angelo Mathews,Overseas,All-Rounder,20.0,0,NONE,2014,10.0,24.6,30.9,123.7,10.0,7.74,5.0
3396,Praveen Kumar,Indian,Bowler,20.0,0,NONE,2014,7.0,7.8,48.7,120.5,15.0,6.62,12.0
3397,Alex Hales,Overseas,Batsman,20.0,0,NONE,2014,16.0,35.6,37.4,155.7,,,
3398,Marlon Samuels,Overseas,Batsman,20.0,0,NONE,2014,11.0,22.1,47.3,94.1,10.0,5.73,15.0
3399,Brett Lee,Overseas,Bowler,20.0,0,NONE,2014,4.0,10.3,55.6,114.8,7.0,7.36,6.0
3400,Samit Patel,Overseas,All-Rounder,20.0,0,NONE,2014,9.0,24.1,39.7,129.0,11.0,7.65,14.0
3401,Mahela Jayawardena,Overseas,Batsman,20.0,0,NONE,2014,,,,,,,
3402,Craig Kieswetter,Overseas,Wicket Keeper,15.0,0,NONE,2014,14.0,52.8,33.7,140.0,,,
3403,Cameron White,Overseas,Batsman,15.0,0,NONE,2014,33.0,29.5,37.4,121.3,7.0,8.33,1.0
3404,Luke Wright,Overseas,All-Rounder,15.0,0,NONE,2014,20.0,26.2,41.4,144.9,10.0,9.48,3.0
3405,Rangana Herath,Overseas,Bowler,15.0,0,NONE,2014,,,,,,,
3406,Brad Hogg,Overseas,Bowler,15.0,0,NONE,2014,2.0,0.5,75.0,25.0,10.0,6.88,14.0
3407,Rikki Clarke,Overseas,All-Rounder,15.0,0,NONE,2014,,,,,,,
3408,Matthew Wade,Overseas,Wicket Keeper,10.0,0,NONE,2014,2.0,20.5,35.5,132.3,,,
3409,David Hussey,Overseas,All-Rounder,10.0,0,NONE,2014,27.0,33.6,28.7,127.2,12.0,7.71,6.0
3410,Azhar Mahmood,Overseas,All-Rounder,10.0,0,NONE,2014,35.0,20.6,35.5,129.0,37.0,7.25,52.0
3411,Nathan McCullum,Overseas,Bowler,10.0,0,NONE,2014,11.0,11.7,42.0,118.8,15.0,8.5,13.0
3412,Robin Peterson,Overseas,Bowler,10.0,0,NONE,2014,,,,,,,
3413,Subramaniam Badrinath,Indian,Batsman,10.0,0,NONE,2014,11.0,16.8,36.2,96.6,,,
3414,Ian Bell,Overseas,Batsman,10.0,0,NONE,2014,,,,,,,
3415,Ravi Bopara,Overseas,All-Rounder,10.0,0,NONE,2014,22.0,21.8,40.4,106.0,12.0,7.41,13.0
3416,Daniel Christian,Overseas,All-Rounder,10.0,0,NONE,2014,22.0,17.8,35.9,112.3,22.0,8.6,16.0
3417,RP Singh,Indian,Bowler,10.0,0,NONE,2014,,,,,,,
3418,Nathan Lyon,Overseas,Bowler,10.0,0,NONE,2014,1.0,2.0,33.3,66.7,1.0,17.0,0.0
3419,Imran Tahir,Overseas,Bowler,10.0,0,NONE,2014,,,,,,,
3420,Adam Voges,Overseas,Batsman,10.0,0,NONE,2014,16.0,25.8,30.1,134.5,8.0,7.75,8.0
3421,Michael Klinger,Overseas,Batsman,10.0,0,NONE,2014,16.0,62.3,32.6,132.6,,,
3422,Johan Botha,Overseas,All-Rounder,10.0,0,NONE,2014,11.0,11.4,50.4,97.4,11.0,6.27,8.0
3423,Jesse Ryder,Overseas,All-Rounder,10.0,0,NONE,2014,,,,,,,
3424,Sachithra Senanayaka,Overseas,All-Rounder,10.0,0,NONE,2014,,,,,,,
3425,Fidel Edwards,Overseas,Bowler,10.0,0,NONE,2014,6.0,4.5,54.8,58.1,15.0,7.55,18.0
3426,Manpreet Gony,Indian,Bowler,10.0,0,NONE,2014,4.0,11.2,40.0,180.0,8.0,9.14,7.0
3427,Clinton McKay,Overseas,Bowler,10.0,0,NONE,2014,,,,,,,
3428,Phillip Hughes,Overseas,Batsman,10.0,0,NONE,2014,2.0,12.0,41.7,100.0,,,
3429,Vernon Philander,Overseas,All-Rounder,10.0,0,NONE,2014,10.0,23.0,23.3,133.7,15.0,7.44,18.0
3430,Ryan McLaren,Overseas,Bowler,10.0,0,NONE,2014,2.0,1.5,66.7,50.0,2.0,13.43,3.0
3431,Dirk Nannes,Overseas,Bowler,10.0,0,NONE,2014,,,,,,,
3432,Shaun Tait,Overseas,Bowler,10.0,0,NONE,2014,7.0,1.5,62.5,37.5,25.0,7.39,32.0
3433,Robert Quiney,Overseas,Batsman,10.0,0,NONE,2014,,,,,,,
3434,Kemar Roach,Overseas,Bowler,10.0,0,NONE,2014,7.0,6.4,37.5,133.3,13.0,6.84,12.0
3435,Kyle Mills,Overseas,Bowler,10.0,0,NONE,2014,3.0,12.5,42.9,119.0,10.0,8.56,11.0
3436,Kusal Janith Perera,Overseas,Wicket Keeper,5.0,0,NONE,2014,,,,,,,
3437,Ajantha Mendis,Overseas,Bowler,5.0,0,NONE,2014,2.0,2.0,60.0,40.0,6.0,7.08,4.0
3438,Darren Bravo,Overseas,Batsman,5.0,0,NONE,2014,13.0,27.3,43.4,112.8,,,
3439,Martin Guptill,Overseas,Batsman,5.0,0,NONE,2014,7.0,33.0,38.6,119.3,,,
3440,Tamim Iqbal,Overseas,Batsman,5.0,0,NONE,2014,16.0,25.4,45.2,114.7,,,
3441,Lendl Simmons,Overseas,Batsman,5.0,0,NONE,2014,14.0,26.4,50.2,106.2,4.0,7.84,5.0
3442,Prasanna Jayawardene,Overseas,Wicket Keeper,5.0,0,NONE,2014,,,,,,,
3443,Tim Paine,Overseas,Wicket Keeper,5.0,0,NONE,2014,4.0,45.3,39.8,115.3,,,
3444,Munaf Patel,Indian,Bowler,5.0,0,NONE,2014,,,,,,,
3445,Herschelle Gibbs,Overseas,Batsman,5.0,0,NONE,2014,10.0,15.3,41.4,107.8,,,
3446,Neil McKenzie,Overseas,Batsman,5.0,0,NONE,2014,9.0,79.0,26.3,127.9,,,
3447,Ben Rohrer,Overseas,Batsman,5.0,0,NONE,2014,18.0,32.8,34.3,141.7,1.0,12.0,0.0
3448,Hamish Rutherford,Overseas,Batsman,5.0,0,NONE,2014,18.0,24.4,42.4,158.4,,,
3449,James Franklin,Overseas,All-Rounder,5.0,0,NONE,2014,8.0,50.8,34.2,133.6,5.0,9.64,1.0
3450,Nicky Boje,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3451,Travis Birt,Overseas,Batsman,5.0,0,NONE,2014,11.0,23.1,40.6,128.3,,,
3452,Dean Elgar,Overseas,Batsman,5.0,0,NONE,2014,,,,,,,
3453,Richard Levi,Overseas,Batsman,5.0,0,NONE,2014,12.0,32.7,40.5,145.7,,,
3454,Luke Pomersbach,Overseas,Batsman,5.0,0,NONE,2014,11.0,44.9,43.1,123.8,,,
3455,Kieran Powell,Overseas,Batsman,5.0,0,NONE,2014,7.0,22.3,47.6,107.6,,,
3456,Lahiru Thirimanna,Overseas,Batsman,5.0,0,NONE,2014,,,,,,,
3457,Vaughn Van Jaarsveld,Overseas,Batsman,5.0,0,NONE,2014,,,,,,,
3458,Christopher Barnwell,Overseas,All-Rounder,5.0,0,NONE,2014,7.0,22.0,33.3,133.3,6.0,10.08,5.0
3459,Dimitri Mascarenhas,Overseas,All-Rounder,5.0,0,NONE,2014,8.0,11.0,37.5,114.6,17.0,7.2,19.0
3460,Jeevan Mendis,Overseas,All-Rounder,5.0,0,NONE,2014,3.0,7.7,29.6,85.2,2.0,7.2,1.0
3461,Jackson Bird,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3462,Doug Bollinger,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3463,Abhimanyu Mithun,Indian,Bowler,5.0,0,NONE,2014,1.0,2.0,50.0,100.0,1.0,9.25,1.0
3464,Callum Ferguson,Overseas,Batsman,5.0,0,NONE,2014,5.0,16.4,38.4,95.3,,,
3465,Dilshan Munaweera,Overseas,Batsman,5.0,0,NONE,2014,8.0,18.8,52.2,111.9,8.0,6.04,7.0
3466,Sheldon Cottrell,Overseas,Bowler,5.0,0,NONE,2014,1.0,19.0,28.6,271.4,7.0,6.44,8.0
3467,Jade Dernbach,Overseas,Bowler,5.0,0,NONE,2014,1.0,,0.0,100.0,12.0,6.7,18.0
3468,Nuwan Kulasekara,Overseas,Bowler,5.0,0,NONE,2014,1.0,14.0,25.0,175.0,3.0,9.52,2.0
3469,Shaminda Eranga,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3470,Rory Kleinveldt,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3471,Suranga Lakmal,Overseas,Bowler,5.0,0,NONE,2014,,,,,,,
3472,Rilee Rossouw,Overseas,Batsman,3.0,0,NONE,2014,,,,,,,
